appid,name,price_usd,release_year,short_desc,developers,publishers,genres_official,user_tags,review_summary,review_count,avg_playtime,med_playtime
791750,President Trump The Way In Uganda,0.99,2018,"Once President Trump learned about an ancient country in which in the streets are lying bitcoins and drugs, this country called Uganda. Trump went on the road for the bitcoins, but he did not suspect that dangerous animals were waiting for him in Uganda...","Nikita ""Ghost_RUS""",Ghost_RUS Games,Adventure|Casual|Indie,Indie|Casual|Adventure|Memes|Psychological Horror,Very Positive,107,0,0
791770,Try To Fall Asleep,11.99,2019,"John Herrin survived a horrible accident, damaging his brain and memory. Through falling asleep, he can rediscover his unfortunate past in his dreams, but due to his brain damage he'll start to see visions and hallucinations, and falling asleep won't be as easy as it seems at first...",AmberDrop,AmberDrop,Action|Adventure|Indie|Simulation|Early Access,Singleplayer|First-Person|Early Access|Horror|Indie|Psychological Horror|Action-Adventure|Atmospheric|Simulation|Drama|Exploration|Psychological|3D|Emotional|Adventure|Surreal|Dark|Gore|Action|Strategy,Very Positive,164,0,0
791950,Hiking Simulator 2018,1.99,2018,Put on your hiking boots and get ready to explore a gigantic winter landscape!,Shoho Games,Shoho Games,Adventure|Casual|Indie|Simulation,Memes|Survival Horror|Exploration|Casual|Open World|Survival|Martial Arts|Walking Simulator|Nature|3D|Funny|Relaxing|Snow|Parody|Cute|Simulation|Comedy|Atmospheric|Adventure|Combat,Mostly Negative,24,0,0
792050,Beneath the Surface,0.0,2018,"A relaxing hiatus from the hustle and bustle of everyday life. Sit in a remote corner of the world, drop a line, and see what bites.",carla51,carla51,Sports,Sports|Fishing|Psychological Horror|Clicker|Casual|Relaxing|Free to Play|Addictive,Very Positive,510,0,0
791430,THE ARCHER: Dead Hunt,0.99,2018,"Become Garran of Abrivia, the professional monster killer for hire, the greatest archer in the world. This time. He was tasked to take back the Le Vol Castle from an unknown forces of dangerous mercenaries. Also begin his personal quest to discover the identity of them and their evil plans.",evlavv_studio,evlavv_studio,Action|Adventure|Casual|Indie|RPG|Simulation|Strategy,Strategy|Adventure|Action|Indie|Simulation|Casual|RPG|Horror|Fantasy|Survival|Singleplayer|Parody|Memes|Funny|Survival Horror|Comedy,Mostly Negative,20,0,0
791520,INFERNIUM Demo,0.0,2019,"DEMO || Infernium, a non-lineal first person survival horror. Dive in an interconnected beautiful portrait of hell, die in a prison without bars and overcome a brutal penitence. An agonic anxiety-inducing experience that will shake you to the core.",Carlos Coronado,Carlos Coronado,Adventure|Indie,Horror|Indie|First-Person|Atmospheric|Survival Horror|Psychological|Difficult|Dark|Exploration|Souls-like|Moddable|Dark Fantasy|Metroidvania|Psychological Horror|Perma Death|Survival|Open World|Adventure|Demons|Action,Mixed,163,0,0
791590,Psychiatrist Simulator,3.99,2018,"Have you ever wanted to be a psychiatrist? Now you can! Be a shrink for 14 days. Meet 14 patients with unique story of their lives. Diagnosis, treatment, chosen dialogues have impact on history of patients. The choice is yours.",Eathrabaria,Eathrabaria,Casual|Indie|Racing|Simulation,Simulation|Dark Humor|Story Rich|Dark|Psychological|Psychological Horror|Casual|Funny|Horror|LGBTQ+|Choices Matter|Life Sim|Outbreak Sim|Medical Sim|Immersive Sim|3D|Abstract|FPS|Colorful|Psychedelic,Mixed,22,0,0
791120,Fantasy Grounds - Doors to Darkness (CoC7E),17.99,2018,"Doors to DarknessDoors To Darkness provides five scenarios written especially for beginning Keepers and players of Call of Cthulhu. Here you will find horror, mystery, investigation, ghastly monsters, strange magics, and forgotten secrets, as well as plenty of advice about how to run the adventures for best effect.","SmiteWorks USA, LLC",,Indie|RPG|Strategy,RPG|Indie|Strategy|Party-Based RPG|Adventure|Utilities|Horror|Turn-Based|Online Co-Op|Lovecraftian|Software|Tabletop,1 user reviews,,0,0
790740,Tick Tock: A Tale for Two,4.99,2019,"You and your friend are trapped in a mystical world. As time ebbs away you must solve increasingly complex puzzles to escape. Cooperation is key as neither of you have the full picture! Play on two devices, local or remotely, all you need is a voice connection.",Other Tales Interactive,Other Tales Interactive,Adventure|Casual|Indie,Puzzle|Co-op|Online Co-Op|Adventure|Indie|Casual|Multiplayer|Mystery|Co-op Campaign|Point & Click|Local Multiplayer|Local Co-Op|Story Rich|Atmospheric|Horror|Escape Room|Family Friendly|Psychological Horror|Asynchronous Multiplayer|2D,Very Positive,42,109,123
789950,INFERNIUM,24.99,2018,"Infernium, a survival horror approach to Pac-Man. Dive in a non-linear beautiful portrait of hell, die in a prison without bars and overcome a brutal penitence. Also available on Switch and PS4!",Carlos Coronado,Carlos Coronado,Adventure|Indie,Horror|Indie|First-Person|Atmospheric|Survival Horror|Psychological|Difficult|Dark|Exploration|Souls-like|Moddable|Dark Fantasy|Metroidvania|Psychological Horror|Perma Death|Survival|Open World|Adventure|Demons|Action,Mixed,163,0,0
789930,Blind Boris,10.79,2018,"Blind Boris is a survival horror about a blind person. The character arrives to the hospice and a week later strange things begin to happen in him. Staff disappears, terrible sounds are heard outside, exit doors are tightly locked, and aggressive visitors enter the building.",Marginal act,Marginal act,Indie,Indie|Horror|Pixel Graphics|Violent|Survival Horror|Adventure|Atmospheric|Psychological Horror|Story Rich|Tower Defense|Survival|Psychological|Isometric|Gore|Dark Fantasy|Game Development|Difficult|Dark|Drama|Crafting,Mixed,15,0,0
790210,Neon Knight: Vengeance From The Grave,0.0,2018,"Neon Knight is a 2D action side-scroller PC game developed by Marko Vukovic. It is the epic tale of supernatural resurrected warrior who travels dystopian kingdom with the aim to end the current reign of terror, and find his family.",Marko Vukovic,MakaB,Action|Adventure|Indie,Side Scroller|2D Platformer|Shooter|Story Rich|Dark Fantasy|2D|Action|Platformer|Atmospheric|Linear|Horror|Zombies|Dystopian|Stylized|Survival|Adventure|Combat|Singleplayer|Mature|Free to Play,Mixed,12,0,0
790330,Obsession,2.49,2025,"In a dark world where reality blends with illusion, you strive to uncover the mystery of your sister's death. Explore locations, interact with characters, and gather clues. Gradually, your mind begins to betray you, and each step could lead either to the truth or to madness.",spektor,spektor,Adventure|Casual|Indie,Adventure|Investigation|Detective|Interactive Fiction|Casual|Pixel Graphics|Psychological Horror|Word Game|Atmospheric|Side Scroller|Drama|Exploration|Dark|Text-Based|Hidden Object|Psychological|Supernatural|Psychedelic|Thriller|Story Rich,5 user reviews,,0,0
790350,The Inner Friend,14.79,2018,Descend into an eerie world made of scattered memories and unresolved traumas and explore a nightmarish landscape where you will come face to face with childhood fears and nightmares.,PLAYMIND,PLAYMIND,Adventure|Casual|Indie,Adventure|Casual|Indie|Psychological Horror|Thriller|Narration|Atmospheric|Puzzle,Positive,42,0,0
789570,Nepenthe,3.99,2018,"You won't need a haircut where you're going... mostly because you're bald. Inspired by Earthbound, Undertale, and other alt-RPGs, Nepenthe is a hand-drawn game made of dad-jokes and existential dread. Also cookies. Lots of cookies.",Yitz,yours truly,Action|Adventure|Indie|RPG,RPG|Indie|Adventure|Action|RPGMaker|Horror|Surreal|Atmospheric|Choices Matter|Action RPG|Dark|Mystery|Bullet Hell|Funny|Great Soundtrack|Fantasy|Story Rich|Multiple Endings|Memes|Casual,Very Positive,72,0,0
789670,UNHALLOWED: THE CABIN,0.0,2018,Jump into this creepy VR horror title. Investigate you family’s ancestral cabin and collect clues as eldritch secrets are revealed and you discover what grotesque fate has befallen your brother and his missing family.,Tom Adams|Craig Burgess,TREEFORT VR,Action|Indie|Strategy,Action|Strategy|Indie|Horror|Gore|Psychological Horror|VR,Mixed,17,0,0
789760,Dead or School,8.39,2019,"Underground dwelling girl Hisako is aiming for the surface in a zombie infested Tokyo. Hack and slash RPG! Obtain weapons and gear from enemies, and customize your skill tree to create your own unique and powerful a character!",Studio Nanafushi,Studio Nanafushi,Action|Indie|RPG,Female Protagonist|Anime|Action|Mature|Sexual Content|RPG|Zombies|Nudity|Side Scroller|Hack and Slash|Indie|Metroidvania|2D|JRPG|Singleplayer|Cute|Horror|Difficult|Visual Novel|Hentai,Very Positive,"2,553",403,558
789820,Reborn,,soon,Horror in which you no longer need to hide from the invulnerable enemy.,Knife Entertainment,Knife Entertainment,Violent|Gore|Action|Adventure|Indie,Action|Indie|Gore|Violent|Adventure|Horror|FPS|Survival Horror,,,0,0
789830,[TDA03] Muv-Luv Unlimited: THE DAY AFTER - Episode 03 REMASTERED,11.75,2021,"The stakes grow higher in this latest episode of Muv Luv Unlimited: The Day After! The shadow of nuclear annihilation looms over mankind, as France places the city of Seattle in the crosshairs. Can humanity overcome this crisis and unite to face the BETA?","aNCHOR Inc.|fuzz, Inc.",aNCHOR Inc.,Adventure|Casual,Visual Novel|Anime|Mechs|Military|War|Story Rich|Violent|Psychological Horror|Singleplayer|Gore|Drama|Sexual Content|Robots|Survival|Cute|Adventure|Casual|LGBTQ+|Nudity|Mature,Very Positive,85,0,0
789220,★ Fallalypse ★ Death or Cress ♝,9.74,2018,The communication with SH42 looking for new planets suitable for life was lost. The last message sent from it said: &quot;Death or Cress&quot;. A space-marine and a priest of the newly-formed Space Battle Church set out on a search of the survived or to read the funeral service for the remains of the dead.,Hede|Fallalypse studio,Hede,Action|Adventure|Casual|Indie|RPG|Simulation|Strategy,Action|Adventure|Indie|RPG|Strategy|Singleplayer|Third-Person Shooter|Sci-fi|Early Access|Space|Story Rich|PvE|Exploration|Open World|Atmospheric|Post-apocalyptic|Horror|Casual|Simulation|Survival Horror,Mostly Negative,19,0,0
788610,The Piano,3.29,2018,"Accused of his brothers' murders, failed pianist John Barnerway searches for answers on the streets of post-war Paris. Part traditional survival horror, part noir-influenced murder mystery, The Piano is an unsettling and riveting indie adventure.",Mistaken Visions,Mistaken Visions,Action|Adventure|Indie,Action|Adventure|Indie|Horror,Mixed,22,0,0
788670,Waxworks: Curse of the Ancestors,12.49,2021,"Take the ultimate quest and discover the secret of the Waxworks! Embark on the fight of your life as vicious creatures, and mutants are ready to rip you apart. This gory horror game has no mercy and dares you to enter its ghastly world. Will you rise to the challenge or die trying?",Went2Play LLC,Went2Play LLC,Action|Adventure|Indie|RPG,Action|Adventure|RPG|Indie|Gore|Violent|Horror|First-Person|Exploration|Remake|Puzzle|Early Access|Atmospheric|Action RPG|Action-Adventure|Crafting|Game Development|Zombies|Story Rich|Character Action Game,Mixed,43,0,0
788740,A Salem Witch Trial,2.99,2018,"When a murdered family is discovered in 17th Century Salem, at the height of a witch hysteria, people start to suspect something supernatural to blame. An atmospheric murder mystery. Connect the evidence and see if you can deduce the secrets behind the mystery.",Digital Bento,Digital Bento,Adventure|Indie|Simulation,Adventure|Indie|Simulation|Visual Novel|Story Rich|Detective|Mystery|Choose Your Own Adventure|Atmospheric|Interactive Fiction|Horror|Point & Click|Psychological Horror|Gothic,Mixed,44,0,0
788770,Meteor 60 Seconds!,0.0,2018,"Meteor 60 seconds! is a simple, fun, comic-like action game that simulates your life if there were a meteor heading towards Earth and you had 60 seconds to live. Do anything you want to do with your last 60 seconds, even if it's illegal! What about planting an apple tree?",AvoCavo,AvoCavo,Action|Casual|Free To Play|Indie|Simulation,Free to Play|Funny|Indie|Multiple Endings|Casual|Simulation|Action|Singleplayer|2D|Sexual Content|Nudity|Story Rich|Retro|Comic Book|Cute|Short|Psychological Horror|Anime|Memes|Violent,Very Positive,19,23,24
788810,Exposure,2.39,2018,"Exposure is a story-driven first-person survival horror. Find the connection between your wife's death and the mysteries of the past, but be careful on the road to the truth you can expect anything.",Noct,Noct,Action|Adventure|Indie,Indie|Action|Adventure|Horror|Survival Horror,Mixed,31,0,0
788960,MAR WAR: The Evil Awakens,4.99,2018,"Decades after the defeat of the Evil Empire, EARTH and MAR faces a new threat from the Militarised ARMY Z. To protect the two planets from this powerful threat. Master spy Lake Walker must return from his exile to join the war...",evlavv_studio,evlavv_studio,Action|Adventure|Casual|Indie|RPG|Simulation|Strategy,Strategy|Action|Adventure|RPG|Indie|Casual|Simulation|Survival|Horror|Fantasy|Singleplayer|Parody|Funny|Survival Horror|Memes|Comedy,7 user reviews,,0,0
788520,Bleeding Knife,3.99,2018,"Bleeding Knife is a classic horror game based on exploration, puzzle solving and story-telling. You will have to search for items and pick the right choices to be able to make it to the end of the game.",Abdulla Hassan Al-Farsi,Abdulla Hassan Al-Farsi,Adventure|Casual|Indie|RPG,Adventure|RPG|Indie|Casual|Horror|Story Rich|Exploration|RPGMaker|Puzzle,4 user reviews,,0,0
787980,4D Minesweeper,0.0,2018,4D Minesweeper brings the classic mechanics of Minesweeper into the fourth dimension and adds some new features to it.,Julian Schlüntz,Julian Schlüntz,Casual|Indie,Psychological Horror|Puzzle|Singleplayer|Indie|Casual|Free to Play|Horror|Souls-like|Hentai,Very Positive,559,0,0
787340,A Hat in Time - Seal the Deal,4.99,2018,"SEAL THE DEAL introduces an all-new chapter: The Arctic Cruise, and an all-new incredibly difficult mode: Death Wish!",Gears for Breakfast,Gears for Breakfast,Adventure|Indie,Adventure|Indie|Difficult|Great Soundtrack|3D Platformer|Cute|Female Protagonist|Psychological Horror|Co-op|Souls-like|Singleplayer,Mixed,"1,318",0,0
787450,KOEWOTAYORINI / 声之寄托,0.0,2018,“喂喂，求求你啦！救救我！” ——你接到这样一个电话 发出这样的求救，给你打电话的人，是一名被监禁的少女,あみそ組,Pujia8 Studio|Gamera Game,Adventure|Free To Play|Indie|RPG,Free to Play|Adventure|RPG|Anime|Indie|Horror|Visual Novel|Story Rich|Multiple Endings|Psychological Horror|Singleplayer|Detective|Puzzle|Gore|Psychological|Choices Matter|Violent|Atmospheric|Dark|Mystery,Very Positive,959,56,44
786910,Deluded Mind,5.69,2018,"You wake up at the psychiatric institution Hillstone Asylum and find that you have been given a potent hallucinogen. As you cross the corridors of Hillstone Asylum, you notice that there's something wrong with you: The hallucinogen shows its effects and literally puts you in hell on earth.",Sky Haubrich,Pyxton Studios,Adventure|Indie,Indie|Adventure|Gore|Violent|Horror|Psychological Horror|Singleplayer|First-Person|Atmospheric|Psychological|Puzzle,Mixed,79,0,0
787120,There Is No Tomorrow,8.19,2020,"There Is No Tomorrow is a 3rd person retro-anime action-adventure survival game with a talking doll companion. Leon traveled into the future where humans are at a brink of extinction due to the 'RA'. Choose your approach, Stealth or Action with multiple story endings.",KOEX studio,KOEX studio,Action|Adventure|Indie,Action|Indie|Adventure|Violent|Survival|Survival Horror|Action-Adventure|Shooter|Stealth|Horror|Cinematic|Third Person|Atmospheric|Dark|Demons|Story Rich|Zombies|Singleplayer|Difficult|Gore,Mixed,15,0,0
786580,Gleaner Heights,9.75,2018,"Experience the old-school charm of classic farming games with the suburban gothic atmosphere of certain 90's TV shows, along with contemporary game mechanics. Farming, crafting, combat, romantic relationships and mysterious events await!",Emilios Manolidis,Emilios Manolidis,Action|Adventure|Casual|Indie|RPG|Simulation,Farming Sim|RPG|Indie|Simulation|Action|Adventure|Casual|Horror|Agriculture|Pixel Graphics|Life Sim|Farming,Mostly Positive,353,0,0
786570,The Alpha Device,0.0,2018,"Beyond space, beyond reason... beyond humanity. Discover a gripping tale of a dystopian future narrated by David Hewlett, star of the Academy Award-winning The Shape Of Water.",Xiotex Studios Ltd,Xiotex Studios Ltd,Action|Adventure|Casual|Indie|Simulation,Casual|Simulation|Adventure|Action|Indie|Horror|Walking Simulator|Short|Psychological Horror|Sci-fi|Mystery|Experimental|Singleplayer|Visual Novel|6DOF|Free to Play,Mixed,95,0,0
786550,Adam Waste Demo,0.0,2018,Thank you for playing Adam Waste demo.,Zygis Luksas|Kestutis Bucys,Branko Nesic,Action|Adventure|Indie,Action|Adventure|Gore|Violent|Horror,4 user reviews,,0,0
786780,Fantasy Grounds - Xenomorphs: The Fall of Somerset Landing (W.O.I.N. N.E.W.),14.99,2018,"Xenomorphs: The Fall of Somerset Landing (N.E.W.)Dare to enter a gritty setting of sci-fi survival horror!In these pages you will find a survival horror setting for your science-fiction WOIN games detailing known space, careers, equipment, monsters, and more; plus a detailed terraforming colony on a small, weatherbeaten moon some 40...","SmiteWorks USA, LLC",,Indie|RPG|Strategy,RPG|Indie|Strategy|Sci-fi|Party-Based RPG|Tabletop|Software|Adventure|Utilities|Horror|Turn-Based|Online Co-Op,,,0,0
785920,Madness of the Architect,2.99,2018,"Madness of The Architect is a surreal horror/puzzle game inspired by older point-and-click adventure games such as Myst, Nine Doors and 999: Nine Hours. Players enter a world that seems to be going insane and must solve labyrinths of mind bending puzzles to escape the clutches of the Mad Architect!",Podunk Studioz,Funbox Media Ltd,Adventure|Indie|Strategy,Adventure|Indie|Strategy|Horror,Mostly Negative,16,0,0
786390,Purgatory Fell,7.99,2018,"Purgatory Fell is a psychological thriller set in 1955. Explore the declining mind of a man who cannot sleep. A progression of nightmares reveals hints about who you were, and what you are becoming.",Martian Games,Insanely Virtual,Adventure,Adventure|VR|Psychological|Mystery|Psychological Horror,Mostly Positive,14,0,0
785630,Lake of Voices Demo,0.0,2018,,GB Patch Games,GB Patch Games,Casual|Free To Play|Indie,Free to Play|Visual Novel|Indie|Casual|Female Protagonist|Choices Matter|Otome|Singleplayer|Horror|Multiple Endings|Dark Fantasy|Dark|Great Soundtrack|Atmospheric|Romance|Psychological Horror|Short|LGBTQ+|Fantasy,Overwhelmingly Positive,589,0,0
785880,OVERWHELM,8.19,2018,"You're outnumbered, low on ammunition and the paranoia sets in. This is an action horror-world where enemies get power-ups and you don’t.",Ruari O'Sullivan,Alliance,Action|Indie,Indie|Action|Platformer|Pixel Graphics|Difficult|2D|Horror|Singleplayer|Perma Death|Retro|Great Soundtrack|Dark|Fast-Paced|Metroidvania|Controller|Violent|Twin Stick Shooter|Souls-like,Very Positive,207,54,54
785090,Dark Flow,,soon,"Three bandits kidnaped a girl, bring her to an abandoned building and wait for a ransom, they chose the right victim but chose the wrong place.",Negative Return,Negative Return,Action|Adventure|Indie,Action|Adventure|Action-Adventure|3D|Third Person|1990's|Crime|Horror|Survival|Survival Horror|Controller|Physics|Singleplayer|Violent|Indie|Dark,,,0,0
785110,Anime girl Or Bottle?,0.99,2018,"This is a logic game with 2 modes, in one you need to find and click on all anime girls before the time runs out, and in second mode you play for anime girl and you need to collect as many bottles as possible before the time runs out.","Nikita ""Ghost_RUS""",Ghost_RUS Games,Casual|Indie,Indie|Casual|Psychological Horror|Anime,Mostly Positive,94,0,0
783940,Forgotten Hill Mementoes,1.99,2018,"Get ready for a puzzling journey through the memory of Forgotten Hill, can you survive?",FM Studio,FM Studio,Adventure|Indie,Indie|Adventure|Point & Click|Puzzle|Horror|Lovecraftian|Mystery,Very Positive,226,0,0
783440,Seven Mysteries: The Last Page,4.99,2018,A story-driven psychological horror RPG about a group of friends who unintentionally become bound together after encountering 7 curses from a school.,Sang Hendrix,Sang Hendrix,Adventure|Indie|RPG,Psychological Horror|RPG|Multiple Endings|Choices Matter|Adventure|Anime|Horror|2D|Retro|Pixel Graphics|Visual Novel|Walking Simulator|Exploration|Top-Down|Mystery|Indie|Supernatural|Conversation|Puzzle|Drama,Mixed,38,0,0
783550,Obscurity: Unknown Threat,,announced,Obscurity: Unknown Threat is a horror shooter game where a team of soldiers must survive against a hidden foe. The game contains both conventional symmetrical FPS game modes as well as asymmetrical battles vs the Obscurity.,Obscure Creations,Obscure Creations,Action|Indie,FPS|PvE|PvP|Shooter|First-Person|Horror|Gun Customization|Action|Military|Tactical|War|Physics|Combat|Co-op|Multiplayer|Gore|Online Co-Op|Indie|Blood|Violent,,,0,0
783650,Keys,0.79,2018,"This is a story told in three parts, this is but the first act in the trilogy of a man and the threads of fate that bind him. Dim lighting, comedy, and simple puzzles add to the story's atmosphere.",Bloody Forehead Entertainment,Bloody Forehead Entertainment,Indie,Indie|Horror|Comedy|Story Rich|Thriller|Singleplayer,1 user reviews,,0,0
783050,Bear With Me - Collector's Edition,,2018,"The Bear With Me - Collector's Edition contains all three episodes, telling the whole story of Amber and Ted. It also includes the original soundtrack, a digital art book and full puzzle and script design documents.",Exordium Games,Miyagi Games,Adventure|Indie,Adventure|Indie|Point & Click|Noir|Detective|Psychological Horror|Singleplayer|Story Rich|Female Protagonist|2D,Very Positive,76,105,137
783060,AIDEN,2.99,2018,The story of AIDEN which uses the most basic features of an enclosed area in the most simple way.,TheElvenTale Games,TheElvenTale Games,Adventure|Casual|Indie,Adventure|Casual|Indie|Horror|Walking Simulator|Puzzle|Hidden Object|First-Person|Logic|Survival Horror|Female Protagonist|Singleplayer|Short,8 user reviews,,8,8
783330,Super Robolom,24.5,2018,"2D platformer with a side view, in which the main player needs to go through 10 levels to achieve your goal. The player will prevent a wide variety of enemies, weapons, traps",Laush Dmitriy Sergeevich,Laush Studio,Adventure|Indie,Side Scroller|Perma Death|Souls-like|Platformer|Action-Adventure|2D|Relaxing|Psychological Horror|Casual|Artificial Intelligence|Atmospheric|Adventure|Retro|Singleplayer|Indie|Music|Hentai|Sexual Content|Gore|Nudity,8 user reviews,,0,0
781930,Count Dookie Fart,0.99,2018,Count Dookie is spreading his farts everywhere. As time goes on so does his army of dookie! Stop him before all hope is lost.,Yak Studios LLC,Yak Studios LLC,Casual|Indie,Indie|Casual|2D|Singleplayer|Short|Mouse only|Psychological Horror,Mostly Positive,14,0,0
781920,The Haunted House of Doom,3.29,2020,You wake up in a strange house. Where are you? Can you solve the mystery of..... the Haunted House of Doom? This is a short retro-style adventure game with a horror theme where you have to collect items to solve problems and find out the mystery. Not for the easily scared!!!,Paul Bird,Marjupi Games,Action|Adventure|Indie|Strategy,Adventure|Horror|2D|Mystery|Exploration|Strategy|Colorful|Point & Click|Survival Horror|Text-Based|Indie|Supernatural|Anime|Atmospheric|Cute|Psychological Horror|Action|First-Person|Dark|Old School,Positive,16,0,0
782250,Hush Hush - Only Your Love Can Save Them,19.5,2023,"A Visual Novel with a twist - improve skills, charm girls, and learn dangerous secrets... by any means necessary.",Sad Panda Studios,Sad Panda Studios,Indie|Simulation|Strategy,Sexual Content|Nudity|Dating Sim|Visual Novel|Anime|Simulation|Indie|Mature|Strategy|Romance|NSFW|Singleplayer|Psychological Horror|Story Rich|Cute|Drama|Early Access|2D|LGBTQ+|Funny,Very Positive,16,0,0
782340,Lake of Voices,0.0,2018,"A free horror Visual Novel about an ill-fated journey across Sinnlos, a lake where gruesome monsters lurk just beneath the surface. With times being so dire you'll need to decide what, and who, is going to be sacrificed. Anyone can be saved, but not everyone can be.",GB Patch Games,GB Patch Games,Casual|Free To Play|Indie,Free to Play|Visual Novel|Indie|Casual|Female Protagonist|Choices Matter|Otome|Singleplayer|Horror|Multiple Endings|Dark Fantasy|Dark|Great Soundtrack|Atmospheric|Romance|Psychological Horror|Short|LGBTQ+|Fantasy,Overwhelmingly Positive,589,25,25
781790,Wanted in Hell,,announced,"Cowboys meet vampires in a horde shooter battle royale of betrayal. Pick your skills, loot a six-shooter, and fend off hordes of Possessed commanded by an AI Demon. Will you banish the Demon before it possesses your party or willingly sacrifice your humanity to transform into a terrifying Monster?",Sigil Softworks,Nathan Weatherford,Action|Indie,FPS|Survival Horror|PvP|Shooter|Battle Royale|Action|Action RPG|Character Customization|RPG|First-Person|Historical|Horses|Horror|Procedural Generation|Realistic|Trains|Western|Zombies|Gothic|Vampire,,,0,0
781110,Later On,1.99,2018,"David lives an ordinary life in a small town called Later On. When his only friend disappears, he seeks after him, and starts to question the reality of the situation.",Penumbra Games,Penumbra Games,Violent|Gore|Adventure|Indie,Indie|Adventure|Gore|Violent|Psychological Horror|Surreal|RPGMaker,Positive,24,0,0
780710,TURRET SYNDROME VR,0.99,2018,"Tower Defense game in first person view, it can be played in VR with Oculus Rift or in non VR.",Genesz,Genesz,Action|Indie|Strategy|Early Access,Strategy|Action|Indie|Early Access|VR|Survival Horror|Tower Defense|Zombies,Mostly Positive,24,0,0
780840,Kuchisake Onna - 口裂け女,2.49,2018,"Kuchisake-Onna is a first-person horror adventure game based on a Japanese myth. The gameplay focuses on storytelling and stealth to avoid “Kuchisake-Onna” or else the Slit Mouthed Woman, there are also some puzzles for the player to solve, making gameplay more various.",George Constantinou,Constantinou,Adventure|Indie,Adventure|Indie|Horror|Psychological Horror,Mostly Positive,49,0,0
780820,XOXO Blood Droplets,0.0,2019,"A collection of very short stories. XOXO Blood Droplets is an absurd, dark comedy, twisted romance Visual Novel about terrible things happening to terrible people. The fun comes not from avoiding the potential horrors, but by seeing just how many ways things can go wrong.",GB Patch Games,GB Patch Games,Casual|Indie|Free To Play,Free to Play|Gore|Violent|Indie|Visual Novel|Casual|Dating Sim|Female Protagonist|Multiple Endings|Choices Matter|Dark Comedy|Romance|Psychological Horror|Otome|Horror|Singleplayer|Dark|Cute|Funny|Comedy,Very Positive,243,0,0
780190,We Might Die,,2026,"Salvage. Gear Up. Survive. Mech-based roguelike set in deep space, where an alien swarm is quickly approaching your home ship. You and your team of robots will salvage procedurally-generated ships to gain the resources you need to escape the star system intact.",More Cores,PatchBot.io,Action|Adventure|Indie|RPG|Early Access,Early Access|Action Roguelike|Looter Shooter|FPS|RPG|PvE|Shooter|3D|First-Person|Horror|Choices Matter|Action|Procedural Generation|Stylized|Management|Sci-fi|Space|Tactical|Robots|Adventure,,,0,0
780490,Stygian: Reign of the Old Ones Demo,0.0,2018,"Delve into a role-playing game of horror, loss and madness set in the strange worlds of HP Lovecraft. Stygian: Reign of the Old Ones offers a mix of rich role-playing and turn-based tactical combat, represented in an illustrative visual style. Can you find salvation in a dead world?",Cultic Games,Cultic Games,Sexual Content|Violent|Indie|RPG,RPG|Indie|Lovecraftian|Horror|Turn-Based Combat|Violent|Atmospheric|Adventure|2D|Singleplayer|Story Rich|Choices Matter|Philosophical|Strategy|CRPG|Great Soundtrack|Isometric|Party-Based RPG|2.5D|Sexual Content,Mixed,"1,747",0,0
779360,Instant Death,16.99,2018,Super hardcore first-person game.,Tayfun Zeytun,My Way Games,Action|Casual|Indie,Casual|Action|Indie|Difficult|3D Platformer|Parkour|First-Person|Psychological Horror|Singleplayer|Strategy|Survival Horror|Illuminati|Great Soundtrack|Choices Matter,Mostly Positive,52,237,237
779590,Scavenger SV-4,14.99,2018,"Scavenger SV-4 is a highly replayable atmospheric first-person science fiction game. Part simulator, part roguelike, it has elements of action, combat, resource management, and a dash of horror. It is not quite like any game you have played before.",Deric Ruhl,HoroArch,Action|Adventure|Indie|Simulation,Simulation|Indie|Adventure|Space|Horror|Action|Sci-fi|Atmospheric|Exploration|Singleplayer|Replay Value|Procedural Generation|First-Person|Multiple Endings|Perma Death|Roguelite|Science|Roguelike|Experimental|Retro,Very Positive,526,0,0
779640,妄想症 Deliver Me,0.59,2018,"Based on the best seller 妄想症Paranoia, the story about Lingluo's college life will bring you to a world unknown. She pursues her music dream without knowing her life is about to be turned upside down. Losing her best friend and her confidence, she plunges into the depth of despair. What will she do?",属音制作组,SakuraGame,Adventure|Indie|Simulation,Indie|Visual Novel|Adventure|Simulation|Music|Mystery|Anime|Psychological Horror|Female Protagonist|Gore|Casual|Horror|Sexual Content,Mostly Positive,10,140,219
779620,Empty Town,14.99,2018,"3D VR Horror Shooting Game with the classic laser gun play style, immerse in this high quality fiction world.",Wanin International,Wanin International,Action|Adventure,Action|Adventure|Gore|Violent|VR|Horror|Shooter|FPS|Survival Horror,Positive,12,0,0
778850,Please close the doors,0.49,2018,"&quot;Please close the doors&quot; is a quest with elements of the detective and thriller in which the player should find out who of seven people, which got stuck with him in the elevator, is a criminal until he hasn't killed all the peaceful characters during interruptions in light.",Koyotis Studio,KuKo,Indie,Indie|Detective|Zombies|Thriller|RPGMaker|Pixel Graphics|2D|Visual Novel|Survival Horror|Singleplayer|Violent|Adventure|RPG|JRPG|Anime|Psychological Horror|Retro|Horror|1980s|Gore,Mixed,38,0,0
778930,Property,1.99,2018,"Property is a first person horror online game, killer is hunting survivors on different randomly generated environments.",randomcreations,randomcreations,Action|Indie,Action|Indie|Violent|Multiplayer|Horror|Survival,Mostly Positive,59,12,12
